,firm,date_review,job_title,current,location,overall_rating,work_life_balance,culture_values,diversity_inclusion,career_opp,comp_benefits,senior_mgmt,recommend,ceo_approv,outlook,headline,pros,cons
772650,The-Salvation-Army,2017-10-12, Recruiter,"Former Employee, less than 1 year","Perth, Western Australia, Western Australia",1,1.0,1.0,,1.0,2.0,1.0,x,o,x,Bullying and Harassment Culture Perth,"Salary packaging, NFP COMMUNITY BASED","If you are bright and genuinely care about people and moving them forward from welfare to work DO NOT join this organisation.  Employment Plus espouse their Christian Values, unfortunately, this is all lip-service! The culture seems to be the same throughout the organisation, that of bullying and harassment and the management team will not take too lightly if you show ""outside the box"" thinking, initiative, and passion for your role, they tend to feel threatened (as most Senior Management would not be able to find employment anywhere else due to their lack of ability to lead, inspire and motivate teams).  Most employment consultants lack the required training and are so stressed out due to short-staffing issues and most lack the basic skill-set to work in a highly compliant industry (the Department of Employment should conduct some audits they would be horrified)  That is why they will always be a one-star Job Active Provider in WA.  Not a nice environment to work in."
772688,The-Salvation-Army,2017-11-12, Retail Sales Assistant,"Current Employee, more than 1 year","Perth, Western Australia, Western Australia",4,4.0,5.0,,2.0,2.0,3.0,v,v,v,Retail Assistant,"I really enjoyed helping customers, find a great bargain and feel welcome.","Constantly training up new volunteer staff, only for them to not come back the next week/day."
772929,The-Salvation-Army,2018-10-16, Anonymous Employee,"Current Employee, more than 5 years","Victoria, BC",2,1.0,1.0,,1.0,2.0,1.0,x,o,x,"Decent for union employees, nothing for managers",Being able to support a disadvantaged population and obtaining really meaningful employment experience.,"As a manager, you are expected to be on-call 24/7 with no relief. The programs there continue to grow, but your salary will remain stagnant and you will continually be expected to do more with little recognition financially and with very little support."
773037,The-Salvation-Army,2019-04-04, Support Worker,"Former Employee, less than 1 year","Perth, Western Australia, Western Australia",2,2.0,1.0,,1.0,1.0,1.0,o,o,o,Poor Management,- broad areas to work,"- Poor management in all areas  
- Managers  would  hire ‘friends’ or someone they knew, not hire people based on skill set
- No  room for professional development"
773148,The-Salvation-Army,2019-09-18, Residential Support Worker,"Former Employee, more than 1 year","Victoria, BC",5,,,,,,,o,o,o,Opportunity for Growth and learning,Opportunity to learn from and help a vulnerable population,You may feel helpless at times
773577,The-Salvation-Army,2021-01-14, Employee Relations Coordinator,Current Employee,"Victoria, BC",4,,,,,,,o,o,o,Great to Work,Awesome great team to work with,Centralized Management style and very marginalized control with you
784507,Topshop,2015-07-04, Sales Assistant,"Former Employee, less than 1 year","Perth, Western Australia, Western Australia",1,1.0,1.0,,1.0,1.0,1.0,x,x,x,Company the worst,I can't think of any pros to working for Topshop.,"Worst employer I have ever worked for, some of the conduct by managment and senior staff as well as from the company is downright illegal.
- Part time staff forced to resign contracts at lower hours
- Casuals forced out of their jobs by being given zero hours for 3 months
- Made up excuses to fire full time contract employees
- Refusing to allow sick staff to take leave or go home
- Changing staff hours at a moments notice and bullying staff into accepting changed hours"
784626,Topshop,2016-02-26, Anonymous Employee,"Former Employee, less than 1 year","Perth, Western Australia, Western Australia",1,1.0,1.0,,3.0,1.0,1.0,x,r,x,Don't bother,"Staff discount, that's it, that is literally all there is.","1. Hardly any training for those looking to move up in the company
2. Rushed decisions leading to staff feeling stressed and upset (minimal concern from management)
3. Nit picky excuses to give staff the flick when budgets are tough after hiring too many staff over peak periods
4. Will find any excuse to put blame back onto staff for their sick days even when doctors note has been provided, one case noted where an employee had a sick day taken from annual leave instead even with doctor's note
5. No incentives, inspiration or drive given to employees"
786123,Transport-for-London,2016-03-02, Space Planner,Former Employee,"Victoria, England, England",2,3.0,3.0,,2.0,2.0,4.0,x,r,r,Good Start but must move on,Close caring company that make sure you are happy with the job you are doing.,Salery is always too low. Even more so for London
786367,Transport-for-London,2019-03-07, Project Coordinator,"Current Employee, more than 3 years","Victoria, England, England",4,4.0,3.0,,5.0,5.0,3.0,v,r,v,Project coordinator,"Money good
Job security 
A lot of grown opportunities","People who have been here a long time are reluctant to change
Performance not managed well"
786421,Transport-for-London,2019-10-04, CSA ,"Current Employee, more than 8 years","Victoria, England, England",4,4.0,5.0,,5.0,5.0,5.0,v,v,v,Customer Service Assistant,"Great place to work.
Annual leave",Full time can be hard due to shift work pattern n
786593,Transport-for-London,2020-11-19, Oeperation Assistant,"Current Employee, less than 1 year","Victoria, England, England",5,5.0,5.0,5.0,5.0,5.0,5.0,v,v,v,Work Review,Best company to work in,People are very rude when you talk to them
789030,Unilever,2015-01-28, Manager,"Former Employee, more than 1 year","Rosebery, New South Wales, New South Wales",1,1.0,1.0,,1.0,1.0,1.0,x,o,x,don't go to this company,"Bad compnay, bad company, bad company","Bad company, hypocrite people, liar senior managers"
792209,Unilever,2020-06-28, Analyst,"Current Employee, more than 3 years","North Rocks, New South Wales",4,2.0,5.0,,3.0,3.0,3.0,v,v,v,Transformed,Promising transformations in finance. Exposure to a reputable FMCG company.,"No career progression in finance, opportunities and promotions seem to be reserved only for Graduates."
810368,Virgin-Active,2020-05-19, Cafe Assistant,Current Employee,"Bella Vista, New South Wales",5,5.0,5.0,,4.0,5.0,3.0,v,v,v,Best hospitality job I've ever had,"Flexible 
Casual
Nice environment
Good pay
Great benefits",There are quite a few cliques among the workers which can be intimidating and ostracising.
811323,Virgin-Media,2020-05-01, Engineer,Current Employee,"Perth, Western Australia, Western Australia",3,3.0,3.0,,3.0,3.0,3.0,v,r,r,Engineer,"great place to work, enjoy fix","long hours, call ins, travel"
815071,Vodafone,2018-02-05, Sales Representative,"Current Employee, more than 3 years","Perth, Western Australia, Western Australia",5,5.0,5.0,,5.0,5.0,5.0,v,v,v,Sales Representative,is very good and  professional company.,"customer service 
 achieving sales targets and KPI’s"
815333,Vodafone,2018-04-29, Sales Representative,"Former Employee, more than 3 years","Burwood, New South Wales, New South Wales",3,3.0,3.0,,5.0,3.0,3.0,x,v,r,My first job,"If you want to learn something, it is the best place you can go.",You have to have the ability to learn fast.
817034,Vodafone,2019-09-30, Sales Advisor,"Former Employee, more than 1 year","Victoria, England, England",4,3.0,3.0,,3.0,3.0,3.0,o,v,o,Not too bad fun but hard work,"Benefits with Vodafone
Discounts on contracts","Rude customers 
Not much more cons"
817389,Vodafone,2020-01-20, Sales,"Former Employee, more than 3 years","Perth, Western Australia, Western Australia",2,2.0,3.0,,1.0,2.0,1.0,o,o,o,Sales,Good colleagues to work with,"Commission is not great, bosses are a handful, sales pressure is very intense, have to work more than you get paid for"
817841,Vodafone,2020-07-31, Sales Associate,"Current Employee, more than 1 year","Perth, Western Australia, Western Australia",5,5.0,4.0,,4.0,5.0,5.0,v,v,v,Amazing place to work,"💪 flexibility with studies 
Good commission structure",Stressful environment when dealing with consumer dissatisfaction (rarely)
817887,Vodafone,2020-08-11, Logistics Coordinator,"Current Employee, more than 1 year","Perth, Western Australia, Western Australia",4,,,,,,,o,o,o,Good amount of skills to learn,Enhance your communication with stakeholders,Will have to look into many discrepencies
817994,Vodafone,2020-09-01, Sales Consultant,Former Employee,"Perth, Western Australia, Western Australia",2,3.0,3.0,,2.0,2.0,2.0,v,v,v,high pressure,getting to work in telco industry and working with phones,enormous pressure of sales and continuous pressure for achieving target.
819470,Vodafone,2021-03-30, Sales Consultant,"Former Employee, more than 1 year","Perth, Western Australia, Western Australia",4,3.0,4.0,5.0,3.0,4.0,4.0,o,o,o,Work life experience,"Great team 
Great managers 
Lot of support and space to make mistakes",Hard to take annual leave sometime
820826,WHSmith,2020-09-29, Part Time Sales Associate,Current Employee,"Perth, Western Australia, Western Australia",5,2.0,5.0,,5.0,5.0,5.0,v,o,v,Love it,"Love working with the staff, extremely friendly and flexible.",the hours can become a bit much
828829,Willis-Towers-Watson,2018-01-18, Senior Consultant,"Former Employee, more than 3 years","Perth, Western Australia, Western Australia",2,1.0,2.0,,3.0,1.0,3.0,x,r,r,Senior Consultant,"good learning experience，so I can learn more new knowledge and methodology. WTW has many key clients in different industries, people in WTW are able to touch a lot of industry insights","low salary and heavy workload. I am busy on very heavy job but get very low salary increase every year. Many head hunters contact me, offering higher offers and better chances of career development."
829718,Willis-Towers-Watson,2020-04-07, Business Development Manager,Former Employee,"Perth, Western Australia, Western Australia",5,5.0,5.0,,5.0,5.0,5.0,v,v,v,awesome to work for,"great company benefits, lots of resources available to employees to do their work",lag in communication between branch offices in different countries
832650,Workday,2020-07-04, Senior Consultant,"Current Employee, more than 3 years","Victoria, BC",5,4.0,5.0,,4.0,4.0,4.0,v,v,v,Great Place to Work,"supportive, collaborative coworkers including a supportive management team
everyone pitches in to help when and where they can
people really care about the work they do and about the success of their colleagues , the customers and the company
core values include customers, employees, integrity and fun and this is evident in how everyone treats each other",None that comes to mind.
832885,Workday,2021-02-12, Anonymous Employee,"Current Employee, more than 5 years","Perth, Western Australia, Western Australia",5,4.0,5.0,5.0,5.0,5.0,5.0,v,o,v,Keep doing what you are doing!,"Workday is extremely flexible and is a company that understands the needs of the employee. No plans to leave, I want to retire from Workday.",Nothing I can think of now
832886,Workday,2021-02-12, Senior Associate Consultant,"Current Employee, more than 1 year","Perth, Western Australia, Western Australia",5,5.0,5.0,5.0,5.0,5.0,5.0,v,v,v,Best company in the world.,Workday is one of the few companies that actually practices what they preach. I was skeptical at their promises going through the recruitment process but my experience has delivered on all of them plus more. We have a ton of support in every direction at Workday and the focus really is on the employees which is a great feeling to have.,We are remote now due to Covid which is the only downside.
